O.S.N,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,state_constituency
3,Deblina Hembram,Communist Party of India  (Marxist),19821,236,20057,9.5,West Bengal-Ranibandh
4,Goutam Kumar Mudi,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1614,19,1633,0.77,West Bengal-Ranibandh
5,Fulchand Hansda,Bahujan Mukti Party,1053,12,1065,0.5,West Bengal-Ranibandh
6,Sudhir Kumar Murmu,Communist Party of India  (Marxist-Leninist)  (Liberation),1456,9,1465,0.69,West Bengal-Ranibandh
7,Biswanath Sardar,Independent,4794,13,4807,2.28,West Bengal-Ranibandh
8,NOTA,None of the Above,4215,11,4226,2,West Bengal-Ranibandh
1,AVIJIT BOWRI,Bahujan Samaj Party,1533,7,1540,0.85,West Bengal-Raniganj
2,TAPAS BANERJEE,All India Trinamool Congress,77528,636,78164,42.9,West Bengal-Raniganj
3,DR. BIJAN MUKHERJEE,Bharatiya Janata Party,74233,375,74608,40.95,West Bengal-Raniganj
4,HEMANT KUMAR PRABHAKAR,Communist Party of India  (Marxist),21434,254,21688,11.9,West Bengal-Raniganj
5,NIRAJ RAJAK,Purvanchal Mahapanchayat,981,3,984,0.54,West Bengal-Raniganj
6,NILKANTHA BAURI,Bahujan Mukti Party,1608,1,1609,0.88,West Bengal-Raniganj
7,RAJ KUMAR,Janata Dal  (United),1612,0,1612,0.88,West Bengal-Raniganj
8,NOTA,None of the Above,1994,12,2006,1.1,West Bengal-Raniganj
1,ABDUL SOUMIK HOSSAIN,All India Trinamool Congress,134346,611,134957,60.79,West Bengal-Raninagar
2,FIROZA BEGAM,Indian National Congress,54918,337,55255,24.89,West Bengal-Raninagar
3,MST MASUARA KHATUN,Bharatiya Janata Party,21010,128,21138,9.52,West Bengal-Raninagar
4,RULIYA PARVIN,Bahujan Samaj Party,584,3,587,0.26,West Bengal-Raninagar
5,ABDUL HAI,Bahujan Maha Party,246,1,247,0.11,West Bengal-Raninagar
6,GOLAM MASUM REJA,Rashtriya Secular Majlis Party,2752,2,2754,1.24,West Bengal-Raninagar
7,NASRIN NAHER LUCY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),497,4,501,0.23,West Bengal-Raninagar
8,MD SAHER ALAM,SOCIAL DEMOCRATIC PARTY OF INDIA,1385,8,1393,0.63,West Bengal-Raninagar
9,SAIRA BIBI,United Socialist Party,198,4,202,0.09,West Bengal-Raninagar
10,FIROZA BIBI,Independent,882,2,884,0.4,West Bengal-Raninagar
11,SAFIUR RAHAMAN MANDAL,Independent,496,0,496,0.22,West Bengal-Raninagar
12,HASIBUL ISLAM,Independent,827,1,828,0.37,West Bengal-Raninagar
13,NOTA,None of the Above,2769,5,2774,1.25,West Bengal-Raninagar
1,ASHUTOSH CHATTERJEE,Indian National Congress,10156,158,10314,8.29,West Bengal-Rashbehari
2,DEBASISH KUMAR,All India Trinamool Congress,64838,866,65704,52.79,West Bengal-Rashbehari
3,LT. GEN. (DR.) SUBRATA SAHA,Bharatiya Janata Party,43907,383,44290,35.59,West Bengal-Rashbehari
4,ROMIT CHOWDHURY,National Republic Party Of India,310,11,321,0.26,West Bengal-Rashbehari
5,SUSMITA PAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),536,10,546,0.44,West Bengal-Rashbehari
6,SWAPAN DAS,Bahujan Mukti Party,70,2,72,0.06,West Bengal-Rashbehari
7,DEBASHIS NATH,Independent,121,2,123,0.1,West Bengal-Rashbehari
8,GOPAL GHOSH,Independent,96,1,97,0.08,West Bengal-Rashbehari
9,MUSARAT PARVEEN,Independent,131,3,134,0.11,West Bengal-Rashbehari
10,NIRAJ AGARWAL,Independent,177,4,181,0.15,West Bengal-Rashbehari
11,PANKAJ THAKKAR,Independent,341,1,342,0.27,West Bengal-Rashbehari
12,PREETAM KUNDU,Independent,666,3,669,0.54,West Bengal-Rashbehari
13,NOTA,None of the Above,1641,21,1662,1.34,West Bengal-Rashbehari
1,Abishek Singhania,Bharatiya Janata Party,54326,698,55024,25.11,West Bengal-Ratua
2,Khatun Najema,Indian National Congress,15997,176,16173,7.38,West Bengal-Ratua
3,Chaitanya Rabidas,Bahujan Samaj Party,1680,2,1682,0.77,West Bengal-Ratua
4,Samar Mukherjee,All India Trinamool Congress,129805,869,130674,59.63,West Bengal-Ratua
5,Arafat Ali,Welfare Party Of India,2097,5,2102,0.96,West Bengal-Ratua
6,Ashok Chowdhury,Independent,1383,4,1387,0.63,West Bengal-Ratua
7,Payel Khatun,Independent,8596,32,8628,3.94,West Bengal-Ratua
8,Sabina Easmin,Independent,856,0,856,0.39,West Bengal-Ratua
9,Sk Israil,Independent,570,1,571,0.26,West Bengal-Ratua
10,NOTA,None of the Above,2047,4,2051,0.94,West Bengal-Ratua
1,ARABINDA BISWAS,Bharatiya Janata Party,49611,615,50226,23.87,West Bengal-Rejinagar
2,KAFIRUDDIN SK,Indian National Congress,36988,294,37282,17.72,West Bengal-Rejinagar
3,RABIUL ALAM CHOWDHURY,All India Trinamool Congress,117625,869,118494,56.31,West Bengal-Rejinagar
4,MUJIBUR RAHAMAN,Indian Union Muslim League,1035,4,1039,0.49,West Bengal-Rejinagar
5,Md. Babar Ali,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1338,0,1338,0.64,West Bengal-Rejinagar
6,HASANUR ZAMAN SK,Hindustani Awam Morcha (Secular),504,2,506,0.24,West Bengal-Rejinagar
7,NOTA,None of the Above,1550,10,1560,0.74,West Bengal-Rejinagar
1,AMULYA MAITY,Bharatiya Janata Party,100807,1427,102234,43.28,West Bengal-Sabang
2,CHIRANJIB BHOWMIK,Indian National Congress,17099,344,17443,7.38,West Bengal-Sabang
3,MANAS RANJAN BHUNIA,All India Trinamool Congress,110370,1728,112098,47.46,West Bengal-Sabang
4,DEBASHIS BARMAN,Amra Bangalee,1408,2,1410,0.6,West Bengal-Sabang
5,Harekrishna Maiti,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1453,29,1482,0.63,West Bengal-Sabang
6,NOTA,None of the Above,1515,19,1534,0.65,West Bengal-Sabang
1,KAMILA BIKASH,Bharatiya Janata Party,98496,658,99154,41.48,West Bengal-Sagar
2,BANKIM CHANDRA HAZRA,All India Trinamool Congress,127861,1139,129000,53.96,West Bengal-Sagar
3,SK MUKLESUR RAHAMAN,Communist Party of India  (Marxist),9033,63,9096,3.8,West Bengal-Sagar
4,SWARAJ DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),787,5,792,0.33,West Bengal-Sagar
5,NOTA,None of the Above,1023,2,1025,0.43,West Bengal-Sagar
1,KHATUN MAFUJA,Bharatiya Janata Party,44692,291,44983,24.08,West Bengal-Sagardighi
2,DHANANJAY BANERJEE,Bahujan Samaj Party,978,3,981,0.53,West Bengal-Sagardighi
3,SUBRATA SAHA,All India Trinamool Congress,94880,309,95189,50.95,West Bengal-Sagardighi
4,SK M HASANUZZAMAN (BAPPA),Indian National Congress,36055,289,36344,19.45,West Bengal-Sagardighi
5,ABDUT TAWAB,SOCIAL DEMOCRATIC PARTY OF INDIA,1278,2,1280,0.69,West Bengal-Sagardighi
6,NURE MAHABOOB ALAM,All India Majlis-E-Ittehadul Muslimeen,3449,1,3450,1.85,West Bengal-Sagardighi
7,MIRZA LUTFUL HOQUE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),694,4,698,0.37,West Bengal-Sagardighi
8,SUPAL MURMU,Bahujan Mukti Party,1654,2,1656,0.89,West Bengal-Sagardighi
9,SANTA BHATTACHERJEE,Independent,527,3,530,0.28,West Bengal-Sagardighi
10,NOTA,None of the Above,1705,0,1705,0.91,West Bengal-Sagardighi
1,TARAPADA BADYAKAR,Bahujan Samaj Party,2092,6,2098,0.95,West Bengal-Sainthia
2,NILABATI SAHA,All India Trinamool Congress,109041,1531,110572,49.84,West Bengal-Sainthia
3,PIYA SAHA,Bharatiya Janata Party,94174,1155,95329,42.97,West Bengal-Sainthia
4,MAUSUMI KONAI,Communist Party of India  (Marxist),10239,130,10369,4.67,West Bengal-Sainthia
5,NABA KUMAR DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1751,5,1756,0.79,West Bengal-Sainthia
6,NOTA,None of the Above,1727,15,1742,0.79,West Bengal-Sainthia
1,Ghosh Susanta,Communist Party of India  (Marxist),19650,209,19859,7.97,West Bengal-Salboni
2,Rajib Kundu,Bharatiya Janata Party,92415,961,93376,37.47,West Bengal-Salboni
3,Srikanta Mahata,All India Trinamool Congress,125097,923,126020,50.57,West Bengal-Salboni
4,Akshaya Kumar Mahata,Amra Bangalee,1591,18,1609,0.65,West Bengal-Salboni
5,Paresh Chandra Dutta,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),563,2,565,0.23,West Bengal-Salboni
6,Md. Kabirul Islam Khan,Humanity Universal Motion Party,753,3,756,0.3,West Bengal-Salboni
7,Animesh Mahata,Independent,741,4,745,0.3,West Bengal-Salboni
8,Rasbihari Mahata,Independent,2632,11,2643,1.06,West Bengal-Salboni
9,Laksmi Kanta Murmu,Independent,1643,14,1657,0.66,West Bengal-Salboni
10,NOTA,None of the Above,1956,9,1965,0.79,West Bengal-Salboni
1,NANDADULAL BAURI,Communist Party of India  (Marxist),13982,102,14084,6.96,West Bengal-Saltora
2,BAURI CHANDANA,Bharatiya Janata Party,91032,616,91648,45.28,West Bengal-Saltora
3,SONTOSH KUMAR MONDAL,All India Trinamool Congress,86814,689,87503,43.23,West Bengal-Saltora
4,ADITYA KUMAR BAURI,Bahujan Mukti Party,3539,15,3554,1.76,West Bengal-Saltora
5,DIPEN BAURI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2256,5,2261,1.12,West Bengal-Saltora
6,NOTA,None of the Above,3350,13,3363,1.66,West Bengal-Saltora
1,DR. BHASKAR SARDAR,Bharatiya Janata Party,72416,349,72765,35.36,West Bengal-Sandeshkhali
2,SUKUMAR MAHATA,All India Trinamool Congress,111970,480,112450,54.64,West Bengal-Sandeshkhali
3,BARUN MAHATO,Rashtriya Secular Majlis Party,14340,47,14387,6.99,West Bengal-Sandeshkhali
4,KHOKAN SARDAR,Independent,702,3,705,0.34,West Bengal-Sandeshkhali
5,SUBAL CHANDRA SARDAR,Independent,1058,5,1063,0.52,West Bengal-Sandeshkhali
6,HARISH CHANDRA SARDAR,Independent,1955,6,1961,0.95,West Bengal-Sandeshkhali
7,NOTA,None of the Above,2454,2,2456,1.19,West Bengal-Sandeshkhali
1,PROBHAKAR PANDIT,Bharatiya Janata Party,71333,128,71461,32.17,West Bengal-Sankrail
2,PRIYA PAUL,All India Trinamool Congress,111758,130,111888,50.37,West Bengal-Sankrail
3,SAMIR MALICK,Communist Party of India  (Marxist),34077,67,34144,15.37,West Bengal-Sankrail
4,TAPAS DOLUI,Independent,518,2,520,0.23,West Bengal-Sankrail
5,BIMAL KANTI NASKAR,Independent,396,0,396,0.18,West Bengal-Sankrail
6,BUDHEN PATRA,Independent,339,1,340,0.15,West Bengal-Sankrail
7,SUVOMAY KHELO,Independent,522,0,522,0.24,West Bengal-Sankrail
8,SAMIR SHIT,Independent,1006,0,1006,0.45,West Bengal-Sankrail
9,NOTA,None of the Above,1848,2,1850,0.83,West Bengal-Sankrail
1,AJOY DEY,All India Trinamool Congress,92715,1129,93844,42.72,West Bengal-Santipur
2,RITZU GHOSAL,Indian National Congress,9725,123,9848,4.48,West Bengal-Santipur
3,JAGANNATH SARKAR,Bharatiya Janata Party,108638,1084,109722,49.94,West Bengal-Santipur
4,PROFULLA KUMAR ROY,Bahujan Samaj Party,1288,6,1294,0.59,West Bengal-Santipur
5,NADIA CHAND BISWAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),599,9,608,0.28,West Bengal-Santipur
6,SUKDEB BISWAS,Purvanchal Mahapanchayat,1095,4,1099,0.5,West Bengal-Santipur
7,SUFAL SARKAR,Jan Sangh Party,885,7,892,0.41,West Bengal-Santipur
8,NOTA,None of the Above,2364,21,2385,1.09,West Bengal-Santipur
1,TAPAN DASGUPTA,All India Trinamool Congress,92689,639,93328,48.56,West Bengal-Saptagram
2,DEBABRATA BISWAS,Bharatiya Janata Party,83128,428,83556,43.48,West Bengal-Saptagram
3,PABITRA DEB,Indian National Congress,8233,99,8332,4.34,West Bengal-Saptagram
4,Ajoy Das,Independent,556,12,568,0.3,West Bengal-Saptagram
5,Paritosh Karmakar,Independent,306,10,316,0.16,West Bengal-Saptagram
6,Bishnu Chowdhuri,Independent,595,6,601,0.31,West Bengal-Saptagram
7,Milan Das,Independent,706,1,707,0.37,West Bengal-Saptagram
8,Subir Roy,Independent,1745,0,1745,0.91,West Bengal-Saptagram
9,NOTA,None of the Above,3031,6,3037,1.58,West Bengal-Saptagram
1,GOUTAM PAL,Communist Party of India  (Marxist),16134,86,16220,6.89,West Bengal-Satgachhia
2,CHANDAN PAL,Bharatiya Janata Party,94927,390,95317,40.47,West Bengal-Satgachhia
3,MOHAN CHANDRA NASKAR,All India Trinamool Congress,117974,661,118635,50.37,West Bengal-Satgachhia
4,SANJAY KUMAR SAH,Bahujan Samaj Party,1377,2,1379,0.59,West Bengal-Satgachhia
5,SK RABIYAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1622,3,1625,0.69,West Bengal-Satgachhia
6,DEBAJYOTI BASU,Independent,990,3,993,0.42,West Bengal-Satgachhia
7,NOTA,None of the Above,1374,3,1377,0.58,West Bengal-Satgachhia
1,Jagannath Bhattacharyya,All India Forward Bloc,24817,153,24970,13.7,West Bengal-Shibpur
2,Manoj Tiwary,All India Trinamool Congress,92048,324,92372,50.69,West Bengal-Shibpur
3,Rathin Chakrabarty,Bharatiya Janata Party,59574,195,59769,32.8,West Bengal-Shibpur
4,Kartick Shil,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),600,1,601,0.33,West Bengal-Shibpur
5,Anupam Sarkar,Independent,342,1,343,0.19,West Bengal-Shibpur
6,Abhisek Kumar Chatterjee,Independent,244,5,249,0.14,West Bengal-Shibpur
7,Arim Roy,Independent,186,1,187,0.1,West Bengal-Shibpur
8,Pritam Das,Independent,267,4,271,0.15,West Bengal-Shibpur
9,Rajib Bhattacharya,Independent,638,0,638,0.35,West Bengal-Shibpur
10,Surojit Das,Independent,905,2,907,0.5,West Bengal-Shibpur
11,NOTA,None of the Above,1901,11,1912,1.05,West Bengal-Shibpur
1,JIBAN PRAKASH SAHA,All India Forward Bloc,10655,173,10828,10.52,West Bengal-Shyampukur
2,SANDIPAN BISWAS,Bharatiya Janata Party,33099,166,33265,32.31,West Bengal-Shyampukur
3,Dr. SHASHI PANJA,All India Trinamool Congress,55184,601,55785,54.18,West Bengal-Shyampukur
4,MUNNI MALI,Sajag Samaj Party,406,3,409,0.4,West Bengal-Shyampukur
5,Chhaya Ghosh,Independent,119,3,122,0.12,West Bengal-Shyampukur
6,CHINMOY BISWAS,Independent,106,4,110,0.11,West Bengal-Shyampukur
7,DILIP DAS,Independent,49,1,50,0.05,West Bengal-Shyampukur
8,PRAVEEN KUMAR JAIN,Independent,138,1,139,0.13,West Bengal-Shyampukur
9,PURNIMA BANERJEE,Independent,94,0,94,0.09,West Bengal-Shyampukur
10,SANJAY NANDI,Independent,180,6,186,0.18,West Bengal-Shyampukur
11,SURAJIT GHOSH,Independent,639,0,639,0.62,West Bengal-Shyampukur
12,TARKESH RAI,Independent,279,1,280,0.27,West Bengal-Shyampukur
13,NOTA,None of the Above,1053,10,1063,1.03,West Bengal-Shyampukur
1,AMITABHA CHAKRABORTI,Indian National Congress,20382,26,20408,9.2,West Bengal-Shyampur
2,KALIPADA MANDAL,All India Trinamool Congress,114542,262,114804,51.74,West Bengal-Shyampur
3,TNUSREE CHAKRABORTY,Bharatiya Janata Party,83129,164,83293,37.54,West Bengal-Shyampur
4,PRADIP MANDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1001,1,1002,0.45,West Bengal-Shyampur
5,TUSHARKANTI MAL,Independent,607,1,608,0.27,West Bengal-Shyampur
6,SANKAR MANDAL,Independent,632,0,632,0.28,West Bengal-Shyampur
7,NOTA,None of the Above,1141,1,1142,0.51,West Bengal-Shyampur
1,Asok Bhattacharya,Communist Party of India  (Marxist),28269,566,28835,16.14,West Bengal-Siliguri
2,Dr. Omprakash Mishra,All India Trinamool Congress,53153,631,53784,30.11,West Bengal-Siliguri
3,Kakali Majumdar (Roy),Bahujan Samaj Party,1241,14,1255,0.7,West Bengal-Siliguri
4,Sankar Ghosh,Bharatiya Janata Party,88580,790,89370,50.03,West Bengal-Siliguri
5,Chayan Guha,Amra Bangalee,592,2,594,0.33,West Bengal-Siliguri
6,Chhotan Saha,Republican Party of India (Athawale),301,5,306,0.17,West Bengal-Siliguri
7,Dipti Roy,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),368,11,379,0.21,West Bengal-Siliguri
8,Nintu Dutta,Republican Party of India (A),645,4,649,0.36,West Bengal-Siliguri
9,Bhushan Kumar Soni,Janata Dal  (United),443,4,447,0.25,West Bengal-Siliguri
10,Habul Ghosh,Independent,951,6,957,0.54,West Bengal-Siliguri
11,NOTA,None of the Above,2035,39,2074,1.16,West Bengal-Siliguri
1,BECHARAM MANNA,All India Trinamool Congress,99852,1225,101077,48.15,West Bengal-Singur
2,RABINDRANATH BHATTACHARYA,Bharatiya Janata Party,74595,559,75154,35.8,West Bengal-Singur
3,SRIJAN BHATTACHARYYA,Communist Party of India  (Marxist),29639,377,30016,14.3,West Bengal-Singur
4,SHANKAR JANA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1339,7,1346,0.64,West Bengal-Singur
5,NOTA,None of the Above,2335,10,2345,1.12,West Bengal-Singur
1,KESHAB CHANDRA RAY,Indian National Congress,3900,64,3964,1.66,West Bengal-Sitai
2,JAGADISH CHANDRA BARMA BASUNIA,All India Trinamool Congress,116850,1058,117908,49.42,West Bengal-Sitai
3,DIPAK KUMAR ROY,Bharatiya Janata Party,106723,1073,107796,45.18,West Bengal-Sitai
4,ANIL CHANDRA BARMAN ROY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1371,10,1381,0.58,West Bengal-Sitai
5,PROSHANTA BARMAN,Lok Jan Shakti Party,548,2,550,0.23,West Bengal-Sitai
6,PRASANNA KUMAR ROY,Amra Bangalee,364,5,369,0.15,West Bengal-Sitai
7,KASHIKANTA BARMAN,Independent,862,4,866,0.36,West Bengal-Sitai
8,LALCHAND BARMAN,Independent,1773,3,1776,0.74,West Bengal-Sitai
9,SUNIL MAHANTA,Independent,2387,4,2391,1,West Bengal-Sitai
10,NOTA,None of the Above,1564,13,1577,0.66,West Bengal-Sitai
1,Partha Pratim Ray,All India Trinamool Congress,106527,613,107140,43.56,West Bengal-Sitalkuchi
2,Baren Chandra Barman,Bharatiya Janata Party,124120,835,124955,50.8,West Bengal-Sitalkuchi
3,Sudhangshu Pramanik,Communist Party of India  (Marxist),6622,98,6720,2.73,West Bengal-Sitalkuchi
4,Kamal Barman,Amra Bangalee,719,2,721,0.29,West Bengal-Sitalkuchi
5,Jagadish Adhikari,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),691,2,693,0.28,West Bengal-Sitalkuchi
6,Manik Chandra Barman,Kamatapur People’s Party (United),970,6,976,0.4,West Bengal-Sitalkuchi
7,Hare Krishna Sarkar,Independent,2018,0,2018,0.82,West Bengal-Sitalkuchi
8,NOTA,None of the Above,2738,5,2743,1.12,West Bengal-Sitalkuchi
